
98506201,2026/01/04 09:42:58,BTC/USDT,ask,100,0.5
98506201,2024/05/15 10:30:00,BTC/USDT,ask,101,0.5
98506201,2026/01/04 09:42:58,BTC/USDT,ask,102,0.5
98506201,2024/05/15 10:30:00,BTC/USDT,ask,103,0.5
98506201,2026/01/04 09:42:58,BTC/USDT,ask,104,0.5
98506201,2026/01/04 09:42:58,DOGE/BTC,ask,100,0.5
98506201,2024/05/15 10:30:00,DOGE/BTC,ask,101,0.5
98506201,2026/01/04 09:42:58,DOGE/BTC,ask,102,0.5
98506201,2024/05/15 10:30:00,DOGE/BTC,ask,103,0.5
98506201,2026/01/04 09:42:58,DOGE/BTC,ask,104,0.5
98506201,2026/01/04 09:42:58,DOGE/USDT,ask,100,0.5
98506201,2024/05/15 10:30:00,DOGE/USDT,ask,101,0.5
98506201,2026/01/04 09:42:58,DOGE/USDT,ask,102,0.5
98506201,2024/05/15 10:30:00,DOGE/USDT,ask,103,0.5
98506201,2026/01/04 09:42:58,DOGE/USDT,ask,104,0.5
98506201,2026/01/04 09:42:58,ETH/BTC,ask,100,0.5
98506201,2024/05/15 10:30:00,ETH/BTC,ask,101,0.5
98506201,2026/01/04 09:42:58,ETH/BTC,ask,102,0.5
98506201,2024/05/15 10:30:00,ETH/BTC,ask,103,0.5
98506201,2026/01/04 09:42:58,ETH/BTC,ask,104,0.5
98506201,2026/01/04 09:42:58,ETH/USDT,ask,100,0.5
98506201,2024/05/15 10:30:00,ETH/USDT,ask,101,0.5
98506201,2026/01/04 09:42:58,ETH/USDT,ask,102,0.5
98506201,2024/05/15 10:30:00,ETH/USDT,ask,103,0.5
98506201,2026/01/04 09:42:58,ETH/USDT,ask,104,0.5
